Text	Category
Gevaş ilçesinde toplanma ve tahliye planlaması açısından önemli alanda sel riski taşıyan alan bildirilmesi. Gevaş ilçesinde toplanma ve tahliye planlaması açısından önemli alanda sel riski taşıyan alan bildirilmesi. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Afet ve Risk Bildirimi
Erciş tarafında mahalle, park ve yol çevresinde sürü halinde hayvanların yolu kapatması konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Durum hem hayvan hem çevredeki insanlar için kontrollü müdahale gerektiriyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Hayvan Kaynaklı Tehlike
Erciş ilçesinde resmi işlem tamamlanmadan önce adres kaydının sistemde bulunamaması. Yaklaşık bir aydır aynı problem yaşanıyor. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Numarataj ve Adres
Vatandaşlar başvuru sahibinin resmi dosyasında parsel sınırlarının öğrenilmek istenmesi konusunda destek talep ediyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	Harita ve Parsel
Özalp tarafında vatandaşların hizmet aldığı ticari alanda seyyar satıcının geçiş alanını kapatması konusu çözüm bekliyor. Özellikle yoğun saatlerde güvenlik ve düzen sorunu büyüyor. Mevzuata aykırı durum varsa gerekli işlemin uygulanmasını talep ediyoruz.	Zabıta
Küçük üreticilerin ortak kullandığı alanda yerel ürünler için satış alanı istenmesi. Küçük üreticilerin ortak kullandığı alanda yerel ürünler için satış alanı istenmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Üretici Desteği
Vatandaşlar mahalle, park ve yol çevresinde başıboş büyükbaşın trafiğe girmesi. Müdahale gecikirse yaralanma, çoğalma veya saldırı riski artabilir. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Hayvan Kaynaklı Tehlike
Bakım planı güncellensin. Vatandaşın sağlık ve hareket durumu değiştiği için yeniden değerlendirme gerekiyor. Sağlık ve kişisel bakım ihtiyacında bu nedenle sorun daha belirgin hâle geliyor. Kişisel bakım ve sağlık takibi aksıyor. Evde bakım ekibinin değerlendirme yapmasını talep ediyoruz.	Evde Bakım
Edremit tarafında çocukların ve ailelerin sık kullandığı açık alanda çöp toplama saatlerinin aksaması konusu çözüm bekliyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Sorun sıcak hava ve yağışla birlikte daha geniş bir alana yayılıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Kaynağın tespit edilerek temizlik, toplama veya çevresel müdahalenin yapılmasını istiyoruz.	Çöp ve Atık
Taşınmazın hukuki ve idari durumunun netleşmesi gereken aşamada kamulaştırmasız el atma iddiası nedeniyle mağduriyet yaşanıyor. Mülkiyet veya kullanım durumu netleşmediği için vatandaş işlem yapamıyor. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Kamulaştırma
Çocukların, ailelerin ve yaşlıların kullandığı kamusal alanda otomatik sulamanın yola su vermesi nedeniyle mağduriyet yaşanıyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Yeşil Alan ve Sulama
Yaya geçidine araç bırakılıyor. Sabah ve akşam saatlerinde araçlar yaya geçidinin üzerine park ederek görüşü engelliyor. Bu talep belediye otoparkının işletilmesiyle değil, hatalı park ihlaliyle ilgilidir. Alanı kapatan aracın kaldırılmasını ve tekrarını önleyici işaretleme yapılmasını talep ediyoruz.	Park İhlali
Gürpınar ilçesinde resmi görüşme veya kamuoyu bilgilendirmesi sırasında belediye projesinin durumunun sorulması. Gürpınar ilçesinde resmi görüşme veya kamuoyu bilgilendirmesi sırasında belediye projesinin durumunun sorulması. Yanlış, eksik veya geç bilgilendirme vatandaşlarda karışıklık oluşturuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Bilgi Talebi
İçme suyu kalitesi kontrol edilsin. Musluk suyunda renk ve tat değişimi nedeniyle sağlık kaygısı yaşanıyor. Konutların bulunduğu mahallede bu nedenle sorun daha belirgin hâle geliyor. Vatandaşlar temel ihtiyaçlarını karşılamakta zorlanıyor. Şebeke hattının ve su kalitesinin kontrol edilmesini talep ediyoruz.	İçme Suyu ve Şebeke
Tuşba ilçesinde resmi görüşme veya kamuoyu bilgilendirmesi sırasında kurumsal yazışma için yönlendirme. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Duyuru veya geri dönüş eksikliği katılım ve güveni azaltıyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Doğru iletişim kanalı ve güncel bilginin paylaşılmasını istiyoruz.	Kurumsal İletişim
Yeni aydınlatma direği talebi. Akşam saatlerinde yayaların yoğun kullandığı bölgede karanlık kalan yaya güzergâhına aydınlatma direği yerleştirilmesi gerekiyor. Gerekli elektrik ve armatür bakımının yapılmasını rica ediyoruz. Özellikle çocuklar ve yaşlılar akşam saatlerinde alanı kullanamıyor.	Aydınlatma
Başvurumuz belediyenin kültür, eğitim, spor veya gençlik tesisinde görülen meslek veya hobi kursu istenmesi hakkındadır. Vatandaşlar programa katılamıyor veya gerekli bilgiye zamanında ulaşamıyor. Katılım bilgisinin açık biçimde paylaşılmasını ve erişim sorununun çözülmesini rica ediyoruz.	Kurs ve Eğitim
Özalp ilçesinde mahalle ölçeğinde hizmet planlaması yapılırken yeni yerleşimde hizmetlerin yetersiz kalması. Özalp ilçesinde mahalle ölçeğinde hizmet planlaması yapılırken yeni yerleşimde hizmetlerin yetersiz kalması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Mahalle İhtiyaçları
Dükkân önü malzemelerle işgal edilmiş. Engelli bireylerin de kullandığı kaldırımda i̇ş yeri teşhir ürünleri ve malzemeleri ortak kullanım alanına bırakıyor. Kamusal alan özel kullanım nedeniyle işlevini kaybediyor. Ekiplerin yerinde kontrol yaparak kamusal alan düzenini sağlamasını rica ediyoruz.	Kaldırım ve Kamusal Alan İşgali
Vatandaşlar çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede engelli kişinin hizmete erişememesi konusunda destek talep ediyor. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Destek geciktikçe ekonomik ve psikososyal mağduriyet büyüyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Kişiye uygun destek programına yönlendirme ve yardım sağlanmasını talep ediyoruz.	Engelli ve Yaşlı Desteği
Başvurumuz bakım bekleyen yeşil ve rekreasyon alanında görülen köklerin kaldırımı kaldırması hakkındadır. Son günlerde sorun belirgin biçimde arttı. Kamusal alanın görünümü ve kullanım kalitesi belirgin biçimde bozuluyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Düzenli bakım programına alınarak kalıcı çözüm sağlanmasını rica ediyoruz.	Ağaç ve Budama
Temel yaşam koşullarını sürdürmekte zorlanan kişide kırtasiye ve eğitim desteği talebi nedeniyle mağduriyet yaşanıyor. Yaklaşık bir aydır aynı problem yaşanıyor. Destek geciktikçe ekonomik ve psikososyal mağduriyet büyüyor. Geçici bir işlem yapılmış olsa da problem yeniden ortaya çıktı. Başvurunun gizlilik ve hassasiyet gözetilerek değerlendirilmesini rica ediyoruz.	Sosyal Yardım
Edremit ilçesinde sahipsiz hayvanların görüldüğü kamusal alanda bakımevi kayıt bilgisinin istenmesi. Yaklaşık bir aydır aynı problem yaşanıyor. Durum hem hayvan hem çevredeki insanlar için kontrollü müdahale gerektiriyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Barınak ve Kısırlaştırma
Özalp tarafında parsel, bina veya kullanım bedeliyle ilgili işlemde kuruluş için yer tahsisi. Özalp tarafında parsel, bina veya kullanım bedeliyle ilgili işlemde kuruluş için yer tahsisi konusu çözüm bekliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kira ve Tahsis
Edremit tarafında aile için hassas ve zaman kritik olan başvuruda belediye cenaze aracı istenmesi konusu çözüm bekliyor. Başvuru mezar yeri tahsisi değil, cenazenin bir yerden başka yere taşınması içindir. Kayıt, bakım veya taşıma işlemi netleşmediği için diğer hazırlıklar yapılamıyor. Aileye süreç, belge ve zamanlama hakkında açık bilgi verilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Cenaze Nakli
Başkale ilçesinde vatandaşın mevzuat ve kayıt bilgisine ihtiyaç duyduğu aşamada ruhsat harcı ve sürecinin sorulması. Farklı kaynaklardan çelişkili bilgi alındığı için konu netleştirilemiyor. Kayıtların incelenerek işlemin mevzuata uygun biçimde sonuçlandırılmasını talep ediyoruz.	Ruhsat
Özalp ilçesinde zaman kaybının riski artırdığı olayda yüksek alanda kurtarma ihtiyacı. Bu durum iki haftadır sonuçlanmadı. Gecikme halinde can kaybı ve ciddi maddi zarar riski bulunuyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Olay bölgesinde güvenlik çemberi ve gerekli teknik müdahalenin sağlanmasını rica ediyoruz.	Kurtarma ve Acil Müdahale
Vatandaşlar sağlık hizmetine erişimi sınırlı vatandaşta genel sağlık danışmanlığına erişilememesi konusunda destek talep ediyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Vatandaş hangi hizmetten yararlanacağını bilemediği için mağduriyet yaşıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Gerekli ekip, araç veya randevu desteğinin sağlanmasını talep ediyoruz.	Sağlık Hizmetleri
Vatandaşlar sahipsiz hayvanların görüldüğü kamusal alanda zehirlenmiş olabilecek hayvan görülmesi konusunda destek talep ediyor. Hayvanın refahı veya vatandaşların güvenliği açısından risk oluşuyor. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Yaralı ve Hasta Hayvan
Servis ve ambulansın kullandığı köy bağlantı yolunda kırsal geçit altyapısının yetersiz olması nedeniyle mağduriyet yaşanıyor. Sorun yaklaşık üç gündür devam ediyor. Öğrenci servisi, ambulans ve üretici araçları geçmekte zorlanıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Köy bağlantı güzergâhının kırsal kullanım koşullarına uygun biçimde onarılmasını talep ediyoruz.	Kırsal Yol ve Altyapı
Çaldıran ilçesinde duyuru, bilgilendirme ve geri dönüş kanalında hizmetin geliştirilmesine öneri sunulması. Çaldıran ilçesinde duyuru, bilgilendirme ve geri dönüş kanalında hizmetin geliştirilmesine öneri sunulması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Öneri ve Görüş
Başvurumuz günlük işe ve okula gidiş geliş sırasında görülen mahalleye yeni güzergâh talep edilmesi hakkındadır. Son günlerde sorun belirgin biçimde arttı. Ulaşım maliyeti ve yolculuk süresi gereksiz biçimde artıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. İlgili sistem, araç veya fiziki alanın kontrol edilip sorunun giderilmesini talep ediyoruz.	Toplu Taşıma
İpekyolu tarafında acil sosyal hizmet değerlendirmesi gereken durumda gıda ve temel ihtiyaç desteği istenmesi. İpekyolu tarafında acil sosyal hizmet değerlendirmesi gereken durumda gıda ve temel ihtiyaç desteği istenmesi konusu çözüm bekliyor. Mevcut koşullar çocukların, yaşlıların veya bakım ihtiyacı olan bireylerin yaşamını etkiliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Sosyal Yardım
Çocukların ve ailelerin sık kullandığı açık alanda su birikintisinde böcek üremesi. Çocukların ve ailelerin sık kullandığı açık alanda su birikintisinde böcek üremesi nedeniyle mağduriyet yaşanıyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	İlaçlama
Başvurumuz belediye hizmeti hakkında iletişim ihtiyacı doğduğunda görülen belediye projesinin durumunun sorulması hakkındadır. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Başvuru sürekli farklı kanallara yönlendirildiği için zaman kaybı yaşanıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Bilgilendirme, duyuru veya koordinasyon eksikliğinin giderilmesini rica ediyoruz.	Bilgi Talebi
Merhaba, bu konu artik günlük hayatı ciddi şekilde etkiliyor. Özalp tarafinda toplu tasıma kullanıcilarının yoğun oldugu noktada yasak park nedeniyle yolun kapanması konusu çözum bekliyor. Ulaşım maliyeti ve yolculuk suresi gereksiz biçimde artiyor. ilgili sistem, arac veya fiziki alanin kontrol edilip sorunun giderilmesini talep ediyoruz.	Park İhlali
Belediyenin web sitesi, mobil uygulaması veya kamusal ağında şifre yenileme sorunu yaşanması nedeniyle mağduriyet yaşanıyor. Son günlerde sorun belirgin biçimde arttı. Vatandaş işlemini tamamlayamıyor ve başvurunun oluşup oluşmadığını göremiyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Hesap, uygulama veya ağ bağlantısının kontrol edilmesini talep ediyoruz.	Dijital Hizmet ve Uygulama Sorunları
Çaldıran ilçesinde belediyenin web sitesi, mobil uygulaması veya kamusal ağında e-belediye sistemine giriş yapılamaması. Ödeme, sorgulama veya belge işlemi yarıda kalıyor. Teknik hatanın incelenerek sistemin yeniden çalışır hale getirilmesini istiyoruz.	Dijital Hizmet ve Uygulama Sorunları
Boş arazi kötü kokuyor. Toprak üzerinde kaynağı belirsiz kirli sıvı ve atık bulunuyor. Konutların ve çocukların bulunduğu bölgede bu nedenle sorun daha belirgin hâle geliyor. Kötü koku ve halk sağlığı riski oluşuyor. Alanının çevre sağlığı yönünden incelenmesini istiyorum.	Çevre Kirliliği
Vatandaşın hesap ve tahakkuk bilgilerinde banka hesabına tutarın dönmemesi nedeniyle mağduriyet yaşanıyor. Ödeme işlemini tamamlamak değil, daha önce alınmış fazla veya hatalı tutarın geri verilmesi istenmektedir. Tutarın hangi döneme ait olduğu anlaşılamadığı için itiraz süresi riske giriyor. Tutar, dönem ve ödeme durumunun açıkça bildirilmesini talep ediyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	İade İşlemleri
Başvurumuz bakım bekleyen yeşil ve rekreasyon alanında görülen meydan düzenlemesinin bakımsız görünmesi hakkındadır. Yaklaşık bir aydır aynı problem yaşanıyor. Alan güvenli ve işlevsel biçimde kullanılamıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Bakım, onarım ve çevre düzenlemesinin yerinde yapılmasını istiyoruz.	Peyzaj ve Kent Estetiği
Kurumuş ağaç devrilmek üzere. Parktaki kuru ağaç rüzgârda devrilme riski taşıyor. Yol ve kaldırım kenarında bu nedenle sorun daha belirgin hâle geliyor. Yaya geçişi ve çevredeki yapılar zarar görebilir. Ağacın uzman ekiplerce kontrol edilip budanmasını talep ediyoruz.	Ağaç ve Budama
İşletme birden fazla izinsiz tabela kullanıyor. Bina cephesi ve kaldırım üzerinde dükkân cephesinde ölçü ve konum kurallarına uymayan tabelalar var. Ekiplerin ölçü, konum ve güvenlik yönünden denetim yapmasını rica ediyoruz. Görüş mesafesi ve yaya geçişi olumsuz etkileniyor.	Reklam ve Tabela Denetimi
Kamusal kültür ve spor hizmetine erişim sırasında dil veya bilgisayar kursu başvurusu nedeniyle mağduriyet yaşanıyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Başvuru sistemi ve program saatleri kullanıcıları mağdur ediyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Katılım bilgisinin açık biçimde paylaşılmasını ve erişim sorununun çözülmesini rica ediyoruz.	Kurs ve Eğitim
Başkale ilçesinde afet riski taşıdığı düşünülen yapı veya doğal alanda toplanma alanında eksiklik görülmesi. Sorun yaklaşık üç gündür devam ediyor. Yağış veya deprem gibi bir olay tehlikeyi kısa sürede büyütebilir. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Alan için güvenlik değerlendirmesi ve gerekli kurum koordinasyonunu talep ediyoruz.	Afet ve Risk Bildirimi
Başkale ilçesinde çocukların ve ailelerin sık kullandığı açık alanda evsel çöplerin toplanmaması. Yaklaşık bir aydır aynı problem yaşanıyor. Koku, görüntü, hijyen veya sağlık açısından ciddi rahatsızlık oluşuyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Alanının kontrol edilip tekrarını önleyecek kalıcı önlem alınmasını talep ediyoruz.	Çöp ve Atık
Başvurumuz okul, sağlık ocağı ve konutların bulunduğu bölgede görülen şev tutucu duvarın yana doğru açılması hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Araç ve yaya geçişi zorlaşıyor, güvenlik riski her geçen gün artıyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Güvenlik önlemleri alınarak sorunun kısa sürede giderilmesini rica ediyoruz.	Köprü, Menfez ve İstinat
Kazada araç içinde kişi sıkışması. Başvurumuz can ve mal güvenliğini doğrudan etkileyen olay yerinde görülen kazada araç içinde kişi sıkışması hakkındadır. Gecikme halinde can kaybı ve ciddi maddi zarar riski bulunuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurtarma ve Acil Müdahale
Vatandaşlar vatandaşların ve hayvanların güvenliğini etkileyen bölgede terk edilmiş evcil hayvan bulunması konusunda destek talep ediyor. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Müdahale gecikirse yaralanma, çoğalma veya saldırı riski artabilir. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Hayvanın uygun yöntemle kontrol, bakım veya tedavi sürecine alınmasını talep ediyoruz.	Sahipsiz Hayvan
Yerleşim alanına yakın tehlikeli noktada yüksek alanda kurtarma ihtiyacı nedeniyle mağduriyet yaşanıyor. Gecikme halinde can kaybı ve ciddi maddi zarar riski bulunuyor. Acil ekibin derhal olay yerine yönlendirilmesini istiyoruz.	Kurtarma ve Acil Müdahale
Erciş ilçesinde kamusal kültür ve spor hizmetine erişim sırasında konser veya festival programının sorulması. Erciş ilçesinde kamusal kültür ve spor hizmetine erişim sırasında konser veya festival programının sorulması. Bölgedeki sosyal, kültürel ve sportif imkânlar yetersiz kalıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Etkinlikler
Vatandaşlar araç ve yaya trafiğinin birlikte yoğun olduğu kesimde gece oluşan buz tabakasının kazaya yol açması konusunda destek talep ediyor. Yolun kaplaması kullanılabilir durumdadır; güncel problem kar birikmesi ve buzlanmadır. Ulaşım aksadığı için vatandaşlar alternatif ve daha uzun yolları kullanmak zorunda kalıyor. Saha ekibinin yerinde inceleme yaparak gerekli bakım ve onarımı tamamlamasını istiyoruz. Konunun doğru hizmet alanında değerlendirilerek başvuru sahibine geri dönüş yapılmasını rica ediyoruz.	Kar ve Buzlanma
Başvurumuz başvuru sahibinin resmi dosyasında görülen kaçış yolunun uygunluğunun kontrolü hakkındadır. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Diğer resmi işlemler bu dosyanın sonuçlanmasını beklediği için süreç uzuyor. İlk kez resmi başvuru yapılıyor ve açık bir yönlendirme bekleniyor. Dosyanın güncel durumunun ve gerekli belgelerin açıkça bildirilmesini istiyoruz.	İtfaiye Uygunluk İşlemleri
Başvurumuz okul ve konutların yakınında görülen kısırlaştırma randevusunun sonuçlanmaması hakkındadır. Son birkaç gündür aynı konu tekrar tekrar bildiriliyor. Durum hem hayvan hem çevredeki insanlar için kontrollü müdahale gerektiriyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Veteriner ekibin durumu yerinde değerlendirmesini istiyoruz.	Barınak ve Kısırlaştırma
Edremit tarafında tarla, bahçe ve hayvancılık faaliyetlerinin yürütüldüğü bölgede hayvancılık ekipmanı istenmesi. Üretim maliyeti artıyor ve ürün veya hayvan kaybı riski oluşuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Hayvancılık Desteği
Muradiye ilçesinde vatandaşın çevrim içi işlem yapmaya çalıştığı sırada kamusal internet kapsamasının olmaması. Son günlerde sorun belirgin biçimde arttı. Vatandaş işlemini tamamlayamıyor ve başvurunun oluşup oluşmadığını göremiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Hesap, uygulama veya ağ bağlantısının kontrol edilmesini talep ediyoruz.	İnternet ve Ağ Hizmetleri
Vatandaşlar toplu taşıma kullanıcılarının yoğun olduğu noktada otopark ücretlendirmesinde sorun yaşanması konusunda destek talep ediyor. Yoğun saatlerde güvenlik ve erişilebilirlik sorunu daha belirgin hale geliyor. Vatandaşların güvenli ve düzenli ulaşım sağlayabilmesi için gerekli düzenlemenin yapılmasını rica ediyoruz.	Otopark
Vatandaşlar mahalle sakinlerinin sosyal faaliyet ihtiyacında konser veya festival programının sorulması konusunda destek talep ediyor. Bölgedeki sosyal, kültürel ve sportif imkânlar yetersiz kalıyor. Katılım bilgisinin açık biçimde paylaşılmasını ve erişim sorununun çözülmesini rica ediyoruz.	Etkinlikler
Başkale ilçesinde vatandaşın hesap ve tahakkuk bilgilerinde işlem harcına itiraz edilmesi. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Banka ve belediye kayıtları uyuşmadığından sorun çözülemiyor. Başvuru sahipleri sürecin hangi aşamada olduğunu öğrenemiyor. Mali kayıtların ve işlem hareketlerinin incelenmesini istiyoruz.	Vergi ve Harç
Başkale ilçesinde okul ve konutların yakınında kanadı kırık kuş bulunması. Başkale ilçesinde okul ve konutların yakınında kanadı kırık kuş bulunması. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Yaralı ve Hasta Hayvan
Can ve mal güvenliğini doğrudan etkileyen olay yerinde kazada araç içinde kişi sıkışması. Can ve mal güvenliğini doğrudan etkileyen olay yerinde kazada araç içinde kişi sıkışması nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurtarma ve Acil Müdahale
Meslek veya hobi kursu istenmesi. Kamusal kültür ve spor hizmetine erişim sırasında meslek veya hobi kursu istenmesi nedeniyle mağduriyet yaşanıyor. Tek günlük etkinlik değil, belirli süre devam edecek kurs ve eğitim programı talep edilmektedir. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kurs ve Eğitim
Çaldıran ilçesinde çocuk, kadın, yaşlı veya engelli bireyin bulunduğu ailede zor durumdaki haneye acil destek istenmesi. Sorun yaklaşık üç gündür devam ediyor. Vatandaş hangi sosyal hizmete başvuracağını bilemediği için yardım alamıyor. Daha önce sözlü bildirim yapıldı ancak kalıcı çözüm sağlanmadı. Kişiye uygun destek programına yönlendirme ve yardım sağlanmasını talep ediyoruz.	Sosyal Yardım
Ödeme sonrasında oluşan kayıt uyuşmazlığında aynı borcun iki kez tahsil edilmesi. Ödeme sonrasında oluşan kayıt uyuşmazlığında aynı borcun iki kez tahsil edilmesi nedeniyle mağduriyet yaşanıyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Ödeme Sorunları
Edremit tarafında sabah ve akşam yoğunluğunda kullanılan ulaşım hattında durak levhasının sökülmesi konusu çözüm bekliyor. Öğrenci, yaşlı ve çalışanların günlük ulaşım planı aksıyor. Ulaşım düzeninin saha verileri dikkate alınarak yeniden değerlendirilmesini istiyoruz.	Otobüs Durağı
Çaldıran ilçesinde ekonomik veya sosyal açıdan zor durumda olan hanede çocuk ve ebeveyn danışmanlığı. Çaldıran ilçesinde ekonomik veya sosyal açıdan zor durumda olan hanede çocuk ve ebeveyn danışmanlığı. Mevcut koşullar çocukların, yaşlıların veya bakım ihtiyacı olan bireylerin yaşamını etkiliyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Kadın ve Aile Desteği
Vatandaşlar konutların ve ortak kullanım alanlarının bulunduğu bölgede okul için ayrıştırma desteği istenmesi. Vatandaşlar konutların ve ortak kullanım alanlarının bulunduğu bölgede okul için ayrıştırma desteği istenmesi konusunda destek talep ediyor. Müdahale geciktikçe kirlilik ve halk sağlığı riski büyüyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Geri Dönüşüm
Çaldıran ilçesinde şehir merkezi ile mahalle arasındaki ulaşım bağlantısında yasak park nedeniyle yolun kapanması. Uzun süredir çözüm beklenmesine rağmen ilerleme sağlanmadı. Öğrenci, yaşlı ve çalışanların günlük ulaşım planı aksıyor. Fotoğraf, belge veya konum bilgisi gerektiğinde paylaşılabilir. Vatandaşların güvenli ve düzenli ulaşım sağlayabilmesi için gerekli düzenlemenin yapılmasını rica ediyoruz.	Park İhlali
Tarımsal pompa çalışmıyor. Sulama sistemindeki pompa arızası nedeniyle ekinler susuz kalıyor. Kırsal mahalledeki tarım parsellerinde bu nedenle sorun daha belirgin hâle geliyor. Üretim ve çiftçilerin geliri olumsuz etkileniyor. Kanalın temizlenip sulama akışının sağlanmasını talep ediyoruz.	Tarımsal Sulama
Erciş ilçesinde tarla, bahçe ve hayvancılık faaliyetlerinin yürütüldüğü bölgede tarımsal eğitim başvurusu yapılması. Üretim maliyeti artıyor ve ürün veya hayvan kaybı riski oluşuyor. Üreticilerin sürdürülebilir biçimde faaliyet gösterebilmesi için gerekli desteği rica ediyoruz.	Tarımsal Destek
İpekyolu tarafında taşınmazın mülkiyet, kullanım veya sözleşme sürecinde belediye taşınmazını kiralama koşulları konusu çözüm bekliyor. Bu durum iki haftadır sonuçlanmadı. Farklı kayıtlar birbiriyle uyuşmadığı için hukuki endişe oluşuyor. İlgili kanala daha önce başvurulduğu halde geri dönüş alınamadı. Mülkiyet, kullanım, bedel veya sözleşme durumunun resmi olarak açıklanmasını talep ediyoruz.	Kira ve Tahsis
Yalnız yaşayan veya destek ağı bulunmayan vatandaşta afet sonrası konaklama desteği nedeniyle mağduriyet yaşanıyor. Vatandaş hangi sosyal hizmete başvuracağını bilemediği için yardım alamıyor. Kişiye uygun destek programına yönlendirme ve yardım sağlanmasını talep ediyoruz.	Barınma Desteği
Çaldıran ilçesinde okul ve konutların yakınında kanadı kırık kuş bulunması. Hayvanın refahı veya vatandaşların güvenliği açısından risk oluşuyor. Sorunun ilgili ekiplerce yerinde incelenmesini ve kalıcı biçimde giderilmesini talep ediyoruz.	Yaralı ve Hasta Hayvan
